corpus-id,image_path
0,data/economic/images/0.jpg
2,data/economic/images/2.jpg
4,data/economic/images/4.jpg
5,data/economic/images/5.jpg
6,data/economic/images/6.jpg
7,data/economic/images/7.jpg
8,data/economic/images/8.jpg
9,data/economic/images/9.jpg
10,data/economic/images/10.jpg
11,data/economic/images/11.jpg
12,data/economic/images/12.jpg
13,data/economic/images/13.jpg
14,data/economic/images/14.jpg
15,data/economic/images/15.jpg
16,data/economic/images/16.jpg
17,data/economic/images/17.jpg
18,data/economic/images/18.jpg
19,data/economic/images/19.jpg
20,data/economic/images/20.jpg
21,data/economic/images/21.jpg
22,data/economic/images/22.jpg
23,data/economic/images/23.jpg
24,data/economic/images/24.jpg
25,data/economic/images/25.jpg
26,data/economic/images/26.jpg
27,data/economic/images/27.jpg
28,data/economic/images/28.jpg
29,data/economic/images/29.jpg
30,data/economic/images/30.jpg
31,data/economic/images/31.jpg
32,data/economic/images/32.jpg
33,data/economic/images/33.jpg
34,data/economic/images/34.jpg
35,data/economic/images/35.jpg
36,data/economic/images/36.jpg
37,data/economic/images/37.jpg
38,data/economic/images/38.jpg
39,data/economic/images/39.jpg
40,data/economic/images/40.jpg
41,data/economic/images/41.jpg
42,data/economic/images/42.jpg
44,data/economic/images/44.jpg
46,data/economic/images/46.jpg
48,data/economic/images/48.jpg
49,data/economic/images/49.jpg
50,data/economic/images/50.jpg
51,data/economic/images/51.jpg
52,data/economic/images/52.jpg
53,data/economic/images/53.jpg
54,data/economic/images/54.jpg
55,data/economic/images/55.jpg
56,data/economic/images/56.jpg
57,data/economic/images/57.jpg
58,data/economic/images/58.jpg
59,data/economic/images/59.jpg
60,data/economic/images/60.jpg
61,data/economic/images/61.jpg
62,data/economic/images/62.jpg
63,data/economic/images/63.jpg
64,data/economic/images/64.jpg
65,data/economic/images/65.jpg
66,data/economic/images/66.jpg
67,data/economic/images/67.jpg
68,data/economic/images/68.jpg
69,data/economic/images/69.jpg
70,data/economic/images/70.jpg
71,data/economic/images/71.jpg
72,data/economic/images/72.jpg
73,data/economic/images/73.jpg
74,data/economic/images/74.jpg
75,data/economic/images/75.jpg
76,data/economic/images/76.jpg
77,data/economic/images/77.jpg
79,data/economic/images/79.jpg
81,data/economic/images/81.jpg
82,data/economic/images/82.jpg
83,data/economic/images/83.jpg
84,data/economic/images/84.jpg
85,data/economic/images/85.jpg
86,data/economic/images/86.jpg
87,data/economic/images/87.jpg
88,data/economic/images/88.jpg
89,data/economic/images/89.jpg
90,data/economic/images/90.jpg
91,data/economic/images/91.jpg
92,data/economic/images/92.jpg
93,data/economic/images/93.jpg
94,data/economic/images/94.jpg
95,data/economic/images/95.jpg
96,data/economic/images/96.jpg
97,data/economic/images/97.jpg
98,data/economic/images/98.jpg
99,data/economic/images/99.jpg
100,data/economic/images/100.jpg
101,data/economic/images/101.jpg
102,data/economic/images/102.jpg
103,data/economic/images/103.jpg
104,data/economic/images/104.jpg
105,data/economic/images/105.jpg
106,data/economic/images/106.jpg
107,data/economic/images/107.jpg
108,data/economic/images/108.jpg
109,data/economic/images/109.jpg
110,data/economic/images/110.jpg
111,data/economic/images/111.jpg
112,data/economic/images/112.jpg
113,data/economic/images/113.jpg
114,data/economic/images/114.jpg
115,data/economic/images/115.jpg
116,data/economic/images/116.jpg
117,data/economic/images/117.jpg
118,data/economic/images/118.jpg
119,data/economic/images/119.jpg
121,data/economic/images/121.jpg
123,data/economic/images/123.jpg
125,data/economic/images/125.jpg
126,data/economic/images/126.jpg
127,data/economic/images/127.jpg
128,data/economic/images/128.jpg
129,data/economic/images/129.jpg
130,data/economic/images/130.jpg
131,data/economic/images/131.jpg
132,data/economic/images/132.jpg
133,data/economic/images/133.jpg
134,data/economic/images/134.jpg
135,data/economic/images/135.jpg
136,data/economic/images/136.jpg
137,data/economic/images/137.jpg
138,data/economic/images/138.jpg
139,data/economic/images/139.jpg
140,data/economic/images/140.jpg
141,data/economic/images/141.jpg
142,data/economic/images/142.jpg
143,data/economic/images/143.jpg
144,data/economic/images/144.jpg
145,data/economic/images/145.jpg
146,data/economic/images/146.jpg
147,data/economic/images/147.jpg
148,data/economic/images/148.jpg
149,data/economic/images/149.jpg
150,data/economic/images/150.jpg
151,data/economic/images/151.jpg
152,data/economic/images/152.jpg
153,data/economic/images/153.jpg
154,data/economic/images/154.jpg
155,data/economic/images/155.jpg
156,data/economic/images/156.jpg
157,data/economic/images/157.jpg
159,data/economic/images/159.jpg
161,data/economic/images/161.jpg
162,data/economic/images/162.jpg
163,data/economic/images/163.jpg
164,data/economic/images/164.jpg
165,data/economic/images/165.jpg
166,data/economic/images/166.jpg
167,data/economic/images/167.jpg
168,data/economic/images/168.jpg
169,data/economic/images/169.jpg
170,data/economic/images/170.jpg
171,data/economic/images/171.jpg
172,data/economic/images/172.jpg
173,data/economic/images/173.jpg
174,data/economic/images/174.jpg
175,data/economic/images/175.jpg
176,data/economic/images/176.jpg
177,data/economic/images/177.jpg
178,data/economic/images/178.jpg
179,data/economic/images/179.jpg
180,data/economic/images/180.jpg
181,data/economic/images/181.jpg
182,data/economic/images/182.jpg
183,data/economic/images/183.jpg
184,data/economic/images/184.jpg
185,data/economic/images/185.jpg
186,data/economic/images/186.jpg
187,data/economic/images/187.jpg
188,data/economic/images/188.jpg
189,data/economic/images/189.jpg
190,data/economic/images/190.jpg
191,data/economic/images/191.jpg
192,data/economic/images/192.jpg
193,data/economic/images/193.jpg
194,data/economic/images/194.jpg
195,data/economic/images/195.jpg
196,data/economic/images/196.jpg
197,data/economic/images/197.jpg
198,data/economic/images/198.jpg
199,data/economic/images/199.jpg
201,data/economic/images/201.jpg
203,data/economic/images/203.jpg
205,data/economic/images/205.jpg
206,data/economic/images/206.jpg
207,data/economic/images/207.jpg
208,data/economic/images/208.jpg
209,data/economic/images/209.jpg
210,data/economic/images/210.jpg
211,data/economic/images/211.jpg
212,data/economic/images/212.jpg
213,data/economic/images/213.jpg
214,data/economic/images/214.jpg
215,data/economic/images/215.jpg
216,data/economic/images/216.jpg
217,data/economic/images/217.jpg
218,data/economic/images/218.jpg
219,data/economic/images/219.jpg
220,data/economic/images/220.jpg
221,data/economic/images/221.jpg
222,data/economic/images/222.jpg
223,data/economic/images/223.jpg
224,data/economic/images/224.jpg
225,data/economic/images/225.jpg
226,data/economic/images/226.jpg
227,data/economic/images/227.jpg
228,data/economic/images/228.jpg
229,data/economic/images/229.jpg
230,data/economic/images/230.jpg
231,data/economic/images/231.jpg
232,data/economic/images/232.jpg
233,data/economic/images/233.jpg
234,data/economic/images/234.jpg
236,data/economic/images/236.jpg
238,data/economic/images/238.jpg
239,data/economic/images/239.jpg
240,data/economic/images/240.jpg
241,data/economic/images/241.jpg
242,data/economic/images/242.jpg
243,data/economic/images/243.jpg
244,data/economic/images/244.jpg
245,data/economic/images/245.jpg
246,data/economic/images/246.jpg
247,data/economic/images/247.jpg
248,data/economic/images/248.jpg
249,data/economic/images/249.jpg
250,data/economic/images/250.jpg
251,data/economic/images/251.jpg
252,data/economic/images/252.jpg
253,data/economic/images/253.jpg
254,data/economic/images/254.jpg
255,data/economic/images/255.jpg
256,data/economic/images/256.jpg
257,data/economic/images/257.jpg
258,data/economic/images/258.jpg
259,data/economic/images/259.jpg
260,data/economic/images/260.jpg
261,data/economic/images/261.jpg
262,data/economic/images/262.jpg
263,data/economic/images/263.jpg
264,data/economic/images/264.jpg
265,data/economic/images/265.jpg
266,data/economic/images/266.jpg
267,data/economic/images/267.jpg
268,data/economic/images/268.jpg
269,data/economic/images/269.jpg
270,data/economic/images/270.jpg
271,data/economic/images/271.jpg
272,data/economic/images/272.jpg
273,data/economic/images/273.jpg
274,data/economic/images/274.jpg
275,data/economic/images/275.jpg
276,data/economic/images/276.jpg
278,data/economic/images/278.jpg
280,data/economic/images/280.jpg
282,data/economic/images/282.jpg
283,data/economic/images/283.jpg
284,data/economic/images/284.jpg
285,data/economic/images/285.jpg
286,data/economic/images/286.jpg
287,data/economic/images/287.jpg
288,data/economic/images/288.jpg
289,data/economic/images/289.jpg
290,data/economic/images/290.jpg
291,data/economic/images/291.jpg
292,data/economic/images/292.jpg
293,data/economic/images/293.jpg
294,data/economic/images/294.jpg
295,data/economic/images/295.jpg
296,data/economic/images/296.jpg
297,data/economic/images/297.jpg
298,data/economic/images/298.jpg
299,data/economic/images/299.jpg
300,data/economic/images/300.jpg
301,data/economic/images/301.jpg
302,data/economic/images/302.jpg
303,data/economic/images/303.jpg
304,data/economic/images/304.jpg
305,data/economic/images/305.jpg
306,data/economic/images/306.jpg
307,data/economic/images/307.jpg
308,data/economic/images/308.jpg
309,data/economic/images/309.jpg
310,data/economic/images/310.jpg
311,data/economic/images/311.jpg
313,data/economic/images/313.jpg
315,data/economic/images/315.jpg
316,data/economic/images/316.jpg
317,data/economic/images/317.jpg
318,data/economic/images/318.jpg
319,data/economic/images/319.jpg
320,data/economic/images/320.jpg
321,data/economic/images/321.jpg
322,data/economic/images/322.jpg
323,data/economic/images/323.jpg
324,data/economic/images/324.jpg
325,data/economic/images/325.jpg
326,data/economic/images/326.jpg
327,data/economic/images/327.jpg
328,data/economic/images/328.jpg
329,data/economic/images/329.jpg
330,data/economic/images/330.jpg
331,data/economic/images/331.jpg
332,data/economic/images/332.jpg
333,data/economic/images/333.jpg
334,data/economic/images/334.jpg
335,data/economic/images/335.jpg
336,data/economic/images/336.jpg
337,data/economic/images/337.jpg
338,data/economic/images/338.jpg
339,data/economic/images/339.jpg
340,data/economic/images/340.jpg
341,data/economic/images/341.jpg
342,data/economic/images/342.jpg
343,data/economic/images/343.jpg
344,data/economic/images/344.jpg
345,data/economic/images/345.jpg
346,data/economic/images/346.jpg
347,data/economic/images/347.jpg
348,data/economic/images/348.jpg
349,data/economic/images/349.jpg
350,data/economic/images/350.jpg
351,data/economic/images/351.jpg
352,data/economic/images/352.jpg
353,data/economic/images/353.jpg
355,data/economic/images/355.jpg
357,data/economic/images/357.jpg
359,data/economic/images/359.jpg
360,data/economic/images/360.jpg
361,data/economic/images/361.jpg
362,data/economic/images/362.jpg
363,data/economic/images/363.jpg
364,data/economic/images/364.jpg
365,data/economic/images/365.jpg
366,data/economic/images/366.jpg
367,data/economic/images/367.jpg
368,data/economic/images/368.jpg
369,data/economic/images/369.jpg
370,data/economic/images/370.jpg
371,data/economic/images/371.jpg
372,data/economic/images/372.jpg
373,data/economic/images/373.jpg
374,data/economic/images/374.jpg
375,data/economic/images/375.jpg
376,data/economic/images/376.jpg
377,data/economic/images/377.jpg
378,data/economic/images/378.jpg
379,data/economic/images/379.jpg
380,data/economic/images/380.jpg
381,data/economic/images/381.jpg
382,data/economic/images/382.jpg
383,data/economic/images/383.jpg
384,data/economic/images/384.jpg
385,data/economic/images/385.jpg
386,data/economic/images/386.jpg
387,data/economic/images/387.jpg
388,data/economic/images/388.jpg
389,data/economic/images/389.jpg
390,data/economic/images/390.jpg
391,data/economic/images/391.jpg
393,data/economic/images/393.jpg
395,data/economic/images/395.jpg
396,data/economic/images/396.jpg
397,data/economic/images/397.jpg
398,data/economic/images/398.jpg
399,data/economic/images/399.jpg
400,data/economic/images/400.jpg
401,data/economic/images/401.jpg
402,data/economic/images/402.jpg
403,data/economic/images/403.jpg
404,data/economic/images/404.jpg
405,data/economic/images/405.jpg
406,data/economic/images/406.jpg
407,data/economic/images/407.jpg
408,data/economic/images/408.jpg
409,data/economic/images/409.jpg
410,data/economic/images/410.jpg
411,data/economic/images/411.jpg
412,data/economic/images/412.jpg
413,data/economic/images/413.jpg
414,data/economic/images/414.jpg
415,data/economic/images/415.jpg
416,data/economic/images/416.jpg
417,data/economic/images/417.jpg
418,data/economic/images/418.jpg
419,data/economic/images/419.jpg
420,data/economic/images/420.jpg
421,data/economic/images/421.jpg
422,data/economic/images/422.jpg
423,data/economic/images/423.jpg
424,data/economic/images/424.jpg
425,data/economic/images/425.jpg
426,data/economic/images/426.jpg
427,data/economic/images/427.jpg
428,data/economic/images/428.jpg
429,data/economic/images/429.jpg
430,data/economic/images/430.jpg
431,data/economic/images/431.jpg
432,data/economic/images/432.jpg
433,data/economic/images/433.jpg
435,data/economic/images/435.jpg
437,data/economic/images/437.jpg
439,data/economic/images/439.jpg
440,data/economic/images/440.jpg
441,data/economic/images/441.jpg
442,data/economic/images/442.jpg
443,data/economic/images/443.jpg
444,data/economic/images/444.jpg
445,data/economic/images/445.jpg
446,data/economic/images/446.jpg
447,data/economic/images/447.jpg
448,data/economic/images/448.jpg
449,data/economic/images/449.jpg
450,data/economic/images/450.jpg
451,data/economic/images/451.jpg
452,data/economic/images/452.jpg
453,data/economic/images/453.jpg
454,data/economic/images/454.jpg
455,data/economic/images/455.jpg
456,data/economic/images/456.jpg
457,data/economic/images/457.jpg
458,data/economic/images/458.jpg
459,data/economic/images/459.jpg
460,data/economic/images/460.jpg
461,data/economic/images/461.jpg
462,data/economic/images/462.jpg
463,data/economic/images/463.jpg
464,data/economic/images/464.jpg
465,data/economic/images/465.jpg
466,data/economic/images/466.jpg
467,data/economic/images/467.jpg
468,data/economic/images/468.jpg
470,data/economic/images/470.jpg
472,data/economic/images/472.jpg
473,data/economic/images/473.jpg
474,data/economic/images/474.jpg
475,data/economic/images/475.jpg
476,data/economic/images/476.jpg
477,data/economic/images/477.jpg
478,data/economic/images/478.jpg
479,data/economic/images/479.jpg
480,data/economic/images/480.jpg
481,data/economic/images/481.jpg
482,data/economic/images/482.jpg
483,data/economic/images/483.jpg
484,data/economic/images/484.jpg
485,data/economic/images/485.jpg
486,data/economic/images/486.jpg
487,data/economic/images/487.jpg
488,data/economic/images/488.jpg
489,data/economic/images/489.jpg
490,data/economic/images/490.jpg
491,data/economic/images/491.jpg
492,data/economic/images/492.jpg
493,data/economic/images/493.jpg
494,data/economic/images/494.jpg
495,data/economic/images/495.jpg
496,data/economic/images/496.jpg
497,data/economic/images/497.jpg
498,data/economic/images/498.jpg
499,data/economic/images/499.jpg
500,data/economic/images/500.jpg
501,data/economic/images/501.jpg
502,data/economic/images/502.jpg
503,data/economic/images/503.jpg
504,data/economic/images/504.jpg
