corpus-id,image_path
QA2_240729_00_005442_0002,data/vqa/images/QA2_240729_00_005442_0002.png
QA2_240813_00_001072_0004,data/vqa/images/QA2_240813_00_001072_0004.png
QA2_240729_00_001039_0002,data/vqa/images/QA2_240729_00_001039_0002.png
QA2_240712_00_004030_0001,data/vqa/images/QA2_240712_00_004030_0001.png
QA2_240715_00_004016_0001,data/vqa/images/QA2_240715_00_004016_0001.png
QA2_240812_00_006304_0001,data/vqa/images/QA2_240812_00_006304_0001.png
QA2_240730_00_005939_0002,data/vqa/images/QA2_240730_00_005939_0002.png
QA2_240726_00_006081_0001,data/vqa/images/QA2_240726_00_006081_0001.png
QA2_240725_00_002748_0001,data/vqa/images/QA2_240725_00_002748_0001.png
QA2_241021_00_009779_0001,data/vqa/images/QA2_241021_00_009779_0001.png
QA2_240715_00_003904_0001,data/vqa/images/QA2_240715_00_003904_0001.png
QA2_240723_00_004218_0001,data/vqa/images/QA2_240723_00_004218_0001.png
QA2_240725_00_000743_0003,data/vqa/images/QA2_240725_00_000743_0003.png
QA2_241022_00_009971_0003,data/vqa/images/QA2_241022_00_009971_0003.png
QA2_240724_00_005279_0003,data/vqa/images/QA2_240724_00_005279_0003.png
QA2_240808_00_005905_0004,data/vqa/images/QA2_240808_00_005905_0004.png
QA2_240809_00_005916_0004,data/vqa/images/QA2_240809_00_005916_0004.png
QA2_240731_00_001831_0002,data/vqa/images/QA2_240731_00_001831_0002.png
QA2_240809_00_005653_0001,data/vqa/images/QA2_240809_00_005653_0001.png
QA2_240910_00_007513_0003,data/vqa/images/QA2_240910_00_007513_0003.png
QA2_240910_00_007537_0004,data/vqa/images/QA2_240910_00_007537_0004.png
QA2_240806_00_002018_0004,data/vqa/images/QA2_240806_00_002018_0004.png
QA2_240716_00_000372_0003,data/vqa/images/QA2_240716_00_000372_0003.png
QA2_240719_00_003001_0001,data/vqa/images/QA2_240719_00_003001_0001.png
QA2_240905_00_001846_0002,data/vqa/images/QA2_240905_00_001846_0002.png
QA2_240708_00_001460_0001,data/vqa/images/QA2_240708_00_001460_0001.png
QA2_240730_00_006643_0003,data/vqa/images/QA2_240730_00_006643_0003.png
QA2_240912_00_007056_0003,data/vqa/images/QA2_240912_00_007056_0003.png
QA2_240911_00_007402_0003,data/vqa/images/QA2_240911_00_007402_0003.png
QA2_240730_00_005453_0001,data/vqa/images/QA2_240730_00_005453_0001.png
QA2_240806_00_005313_0004,data/vqa/images/QA2_240806_00_005313_0004.png
QA2_240702_00_003187_0001,data/vqa/images/QA2_240702_00_003187_0001.png
QA2_240726_00_002828_0004,data/vqa/images/QA2_240726_00_002828_0004.png
QA2_240725_00_005664_0002,data/vqa/images/QA2_240725_00_005664_0002.png
QA2_240912_00_007056_0002,data/vqa/images/QA2_240912_00_007056_0002.png
QA2_240726_00_006081_0003,data/vqa/images/QA2_240726_00_006081_0003.png
QA2_240819_00_006616_0005,data/vqa/images/QA2_240819_00_006616_0005.png
QA2_240808_00_001377_0002,data/vqa/images/QA2_240808_00_001377_0002.png
QA2_240911_00_007402_0002,data/vqa/images/QA2_240911_00_007402_0002.png
QA2_240729_00_005442_0001,data/vqa/images/QA2_240729_00_005442_0001.png
QA2_241021_00_009781_0002,data/vqa/images/QA2_241021_00_009781_0002.png
QA2_241022_00_010000_0002,data/vqa/images/QA2_241022_00_010000_0002.png
QA2_240904_00_003026_0002,data/vqa/images/QA2_240904_00_003026_0002.png
QA2_240801_00_001893_0001,data/vqa/images/QA2_240801_00_001893_0001.png
QA2_240801_00_004216_0004,data/vqa/images/QA2_240801_00_004216_0004.png
QA2_240911_00_007557_0003,data/vqa/images/QA2_240911_00_007557_0003.png
QA2_240725_00_002667_0001,data/vqa/images/QA2_240725_00_002667_0001.png
QA2_240703_00_003209_0004,data/vqa/images/QA2_240703_00_003209_0004.png
QA2_240906_00_001575_0001,data/vqa/images/QA2_240906_00_001575_0001.png
QA2_240812_00_006196_0002,data/vqa/images/QA2_240812_00_006196_0002.png
QA2_240712_00_003644_0001,data/vqa/images/QA2_240712_00_003644_0001.png
QA2_240729_00_000746_0002,data/vqa/images/QA2_240729_00_000746_0002.png
QA2_240708_00_003328_0005,data/vqa/images/QA2_240708_00_003328_0005.png
QA2_240807_00_005990_0001,data/vqa/images/QA2_240807_00_005990_0001.png
QA2_240910_00_007492_0001,data/vqa/images/QA2_240910_00_007492_0001.png
QA2_240715_00_000504_0001,data/vqa/images/QA2_240715_00_000504_0001.png
QA2_240912_00_007530_0002,data/vqa/images/QA2_240912_00_007530_0002.png
QA2_240805_00_001529_0003,data/vqa/images/QA2_240805_00_001529_0003.png
QA2_240910_00_007520_0002,data/vqa/images/QA2_240910_00_007520_0002.png
QA2_240905_00_006855_0002,data/vqa/images/QA2_240905_00_006855_0002.png
QA2_241016_00_009441_0002,data/vqa/images/QA2_241016_00_009441_0002.png
QA2_240806_00_000984_0003,data/vqa/images/QA2_240806_00_000984_0003.png
QA2_240801_00_005819_0003,data/vqa/images/QA2_240801_00_005819_0003.png
QA2_240730_00_006643_0002,data/vqa/images/QA2_240730_00_006643_0002.png
QA2_240807_00_005415_0005,data/vqa/images/QA2_240807_00_005415_0005.png
QA2_241021_00_009814_0002,data/vqa/images/QA2_241021_00_009814_0002.png
QA2_240730_00_002168_0002,data/vqa/images/QA2_240730_00_002168_0002.png
QA2_240718_00_000480_0003,data/vqa/images/QA2_240718_00_000480_0003.png
QA2_240731_00_006088_0001,data/vqa/images/QA2_240731_00_006088_0001.png
QA2_240702_00_000159_0003,data/vqa/images/QA2_240702_00_000159_0003.png
QA2_240711_00_003961_0002,data/vqa/images/QA2_240711_00_003961_0002.png
QA2_240912_00_007530_0001,data/vqa/images/QA2_240912_00_007530_0001.png
QA2_240801_00_001459_0002,data/vqa/images/QA2_240801_00_001459_0002.png
QA2_240802_00_004702_0003,data/vqa/images/QA2_240802_00_004702_0003.png
QA2_240715_00_003958_0003,data/vqa/images/QA2_240715_00_003958_0003.png
QA2_240715_00_000814_0001,data/vqa/images/QA2_240715_00_000814_0001.png
QA2_240702_00_003187_0003,data/vqa/images/QA2_240702_00_003187_0003.png
QA2_240709_00_004007_0002,data/vqa/images/QA2_240709_00_004007_0002.png
QA2_240702_00_000202_0001,data/vqa/images/QA2_240702_00_000202_0001.png
QA2_240807_00_001037_0002,data/vqa/images/QA2_240807_00_001037_0002.png
QA2_240716_00_000492_0002,data/vqa/images/QA2_240716_00_000492_0002.png
QA2_240902_00_006944_0004,data/vqa/images/QA2_240902_00_006944_0004.png
QA2_240910_00_007534_0004,data/vqa/images/QA2_240910_00_007534_0004.png
QA2_240729_00_005769_0001,data/vqa/images/QA2_240729_00_005769_0001.png
QA2_241022_00_009996_0001,data/vqa/images/QA2_241022_00_009996_0001.png
