corpus-id,image_path
0,data/cybersecurity/images/0.jpg
1,data/cybersecurity/images/1.jpg
2,data/cybersecurity/images/2.jpg
3,data/cybersecurity/images/3.jpg
4,data/cybersecurity/images/4.jpg
5,data/cybersecurity/images/5.jpg
6,data/cybersecurity/images/6.jpg
7,data/cybersecurity/images/7.jpg
8,data/cybersecurity/images/8.jpg
9,data/cybersecurity/images/9.jpg
10,data/cybersecurity/images/10.jpg
11,data/cybersecurity/images/11.jpg
12,data/cybersecurity/images/12.jpg
13,data/cybersecurity/images/13.jpg
14,data/cybersecurity/images/14.jpg
15,data/cybersecurity/images/15.jpg
16,data/cybersecurity/images/16.jpg
17,data/cybersecurity/images/17.jpg
18,data/cybersecurity/images/18.jpg
19,data/cybersecurity/images/19.jpg
20,data/cybersecurity/images/20.jpg
21,data/cybersecurity/images/21.jpg
22,data/cybersecurity/images/22.jpg
23,data/cybersecurity/images/23.jpg
24,data/cybersecurity/images/24.jpg
25,data/cybersecurity/images/25.jpg
26,data/cybersecurity/images/26.jpg
27,data/cybersecurity/images/27.jpg
28,data/cybersecurity/images/28.jpg
29,data/cybersecurity/images/29.jpg
30,data/cybersecurity/images/30.jpg
31,data/cybersecurity/images/31.jpg
32,data/cybersecurity/images/32.jpg
33,data/cybersecurity/images/33.jpg
34,data/cybersecurity/images/34.jpg
35,data/cybersecurity/images/35.jpg
36,data/cybersecurity/images/36.jpg
37,data/cybersecurity/images/37.jpg
38,data/cybersecurity/images/38.jpg
39,data/cybersecurity/images/39.jpg
40,data/cybersecurity/images/40.jpg
41,data/cybersecurity/images/41.jpg
42,data/cybersecurity/images/42.jpg
43,data/cybersecurity/images/43.jpg
44,data/cybersecurity/images/44.jpg
45,data/cybersecurity/images/45.jpg
46,data/cybersecurity/images/46.jpg
47,data/cybersecurity/images/47.jpg
48,data/cybersecurity/images/48.jpg
49,data/cybersecurity/images/49.jpg
50,data/cybersecurity/images/50.jpg
51,data/cybersecurity/images/51.jpg
52,data/cybersecurity/images/52.jpg
53,data/cybersecurity/images/53.jpg
54,data/cybersecurity/images/54.jpg
55,data/cybersecurity/images/55.jpg
56,data/cybersecurity/images/56.jpg
57,data/cybersecurity/images/57.jpg
58,data/cybersecurity/images/58.jpg
59,data/cybersecurity/images/59.jpg
60,data/cybersecurity/images/60.jpg
61,data/cybersecurity/images/61.jpg
62,data/cybersecurity/images/62.jpg
63,data/cybersecurity/images/63.jpg
64,data/cybersecurity/images/64.jpg
